0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
8730 0 -42,13 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12
8731 0 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -37,12
8732 0 -42,15 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12
8733 0 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,13
8734 0 -43,14 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12
8735 0 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,13
8736 0 -42,15 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12
8737 0 -42,15 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12
8738 0 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11
8739 0 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11
8740 0 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11 -37,11
8741 0 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11 -37,11
8742 0 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11 -37,11
8743 0 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11
8744 0 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11 -37,11
8745 0 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11 -37,11
8746 0 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11 -37,11
8747 0 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12 -38,11
8748 0 -42,15 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12
8749 0 -42,15 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12 -38,12
8750 0 -43,15 -42,15 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12
8751 0 -43,15 -42,15 -42,14 -41,14 -40,14 -39,14 -39,13 -39,12
8752 0 -44,15 -43,15 -42,15 -42,14 -41,14 -40,14 -39,14 -39,13
8753 0 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14 -40,14 -39,14
8754 0 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14 -40,14 -39,14
8755 0 -44,15 -43,15 -42,15 -42,14 -41,14 -40,14 -39,14 -39,15
8756 0 -43,15 -42,15 -42,14 -41,14 -40,14 -39,14 -39,15 -40,15
8757 0 -44,15 -43,15 -42,15 -42,14 -41,14 -40,14 -39,14 -39,15
8758 0 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14 -40,14 -39,14
8759 0 -45,14 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14 -40,14
8760 0 -44,14 -45,14 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14
8761 0 -44,14 -45,14 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14
8762 0 -45,14 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14 -41,15
8763 0 -45,13 -45,14 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14
8764 0 -45,13 -45,14 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14
8765 0 -45,14 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13
8766 0 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12
8767 0 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -41,11
8768 0 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -41,11
8769 0 -44,14 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12
8770 0 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -40,12
8771 0 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -40,12
8772 0 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -40,12
8773 0 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -40,12 -39,12
8774 0 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -40,12
8775 0 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12
8776 0 -45,15 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12
8777 0 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12
8778 0 -44,14 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12
8779 0 -44,15 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12
8780 0 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8781 0 -43,15 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8782 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8783 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8784 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8785 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8786 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8787 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8788 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8789 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8790 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8791 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8792 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8793 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8794 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8795 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8796 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8797 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8798 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8799 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8800 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8801 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8802 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8803 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8804 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8805 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8806 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8807 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8808 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8809 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8810 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8811 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8812 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8813 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8814 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8815 0 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13 -43,12
8816 0 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13 -43,12
8817 0 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13 -43,12
8818 0 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13 -43,12
8819 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8820 -1 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13 -43,13
8821 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8822 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8823 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -42,13
8824 0 -42,17 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12
8825 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12
8826 0 -42,17 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12
8827 0 -42,17 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12
8828 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12
8829 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12
8830 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12
8831 0 -42,16 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12
8832 0 -42,15 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13
8833 0 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13 -43,14
8834 0 -42,13 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13
8835 0 -42,13 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13
8836 0 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13 -43,14
8837 0 -42,13 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13
8838 0 -42,13 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13
8839 0 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13 -43,14
8840 0 -42,14 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13 -43,14
8841 0 -41,14 -41,13 -41,12 -42,12 -43,12 -43,13 -43,14 -43,15
8842 0 -41,13 -41,12 -42,12 -43,12 -43,13 -43,14 -43,15 -43,16
8843 0 -41,12 -42,12 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16
8844 0 -42,12 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16 -44,17
8845 0 -41,12 -42,12 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16
8846 0 -40,12 -41,12 -42,12 -43,12 -43,13 -43,14 -43,15 -43,16
8847 0 -41,12 -42,12 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16
8848 0 -41,12 -42,12 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16
8849 0 -42,12 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16 -44,17
8850 0 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16 -44,17 -44,18
8851 0 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16 -44,17 -44,18
8852 0 -42,12 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16 -44,17
8853 0 -43,12 -43,13 -43,14 -43,15 -43,16 -44,16 -44,17 -43,17
8854 0 -43,13 -43,14 -43,15 -43,16 -44,16 -44,17 -43,17 -43,18
8855 0 -43,14 -43,15 -43,16 -44,16 -44,17 -43,17 -43,18 -44,18
8856 0 -43,15 -43,16 -44,16 -44,17 -43,17 -43,18 -44,18 -44,19
8857 0 -42,15 -43,15 -43,16 -44,16 -44,17 -43,17 -43,18 -44,18
8858 0 -41,15 -42,15 -43,15 -43,16 -44,16 -44,17 -43,17 -43,18
8859 0 -41,15 -42,15 -43,15 -43,16 -44,16 -44,17 -43,17 -43,18
8860 0 -42,15 -43,15 -43,16 -44,16 -44,17 -43,17 -43,18 -42,18
8861 0 -43,15 -43,16 -44,16 -44,17 -43,17 -43,18 -42,18 -41,18
8862 0 -43,16 -44,16 -44,17 -43,17 -43,18 -42,18 -41,18 -40,18
8863 0 -43,16 -44,16 -44,17 -43,17 -43,18 -42,18 -41,18 -40,18
8864 0 -43,16 -44,16 -44,17 -43,17 -43,18 -42,18 -41,18 -40,18
8865 0 -42,16 -43,16 -44,16 -44,17 -43,17 -43,18 -42,18 -41,18
8866 0 -43,16 -44,16 -44,17 -43,17 -43,18 -42,18 -41,18 -41,17
8867 0 -44,16 -44,17 -43,17 -43,18 -42,18 -41,18 -41,17 -40,17
8868 0 -44,17 -43,17 -43,18 -42,18 -41,18 -41,17 -40,17 -39,17
8869 0 -44,18 -44,17 -43,17 -43,18 -42,18 -41,18 -41,17 -40,17
8870 0 -44,18 -44,17 -43,17 -43,18 -42,18 -41,18 -41,17 -40,17
8871 0 -44,18 -44,17 -43,17 -43,18 -42,18 -41,18 -41,17 -40,17
8872 0 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18 -41,18 -41,17
8873 0 -45,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18 -41,18
8874 0 -46,19 -45,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8875 0 -45,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18 -42,19
8876 0 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18 -42,19 -43,19
8877 0 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18 -42,19
8878 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8879 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8880 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8881 0 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18 -41,18
8882 0 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18 -41,18
8883 0 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18 -41,18
8884 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8885 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8886 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8887 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8888 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8889 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8890 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8891 -1 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18 -42,18
8892 0 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18
8893 0 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17 -43,18
8894 0 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17 -43,17
8895 0 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17
8896 0 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17 -44,16
8897 0 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17
8898 0 -41,16 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18
8899 0 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17
8900 0 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17
8901 0 -41,16 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18
8902 0 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17
8903 0 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17
8904 0 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17
8905 0 -43,17 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17
8906 0 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17
8907 0 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17
8908 0 -42,16 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17
8909 0 -42,17 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17
8910 0 -42,18 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17
8911 0 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17 -47,17
8912 0 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17 -47,17
8913 0 -41,19 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17
8914 0 -41,18 -41,19 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17
8915 0 -41,19 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17
8916 0 -40,19 -41,19 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17
8917 0 -41,19 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17
8918 0 -40,19 -41,19 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17
8919 0 -41,19 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17
8920 0 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17 -47,17
8921 0 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17 -47,17
8922 0 -42,20 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17
8923 0 -42,19 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17 -46,18
8924 0 -43,19 -44,19 -44,18 -44,17 -45,17 -46,17 -46,18 -46,19
8925 0 -44,19 -44,18 -44,17 -45,17 -46,17 -46,18 -46,19 -45,19
8926 0 -45,19 -44,19 -44,18 -44,17 -45,17 -46,17 -46,18 -46,19
8927 0 -45,19 -44,19 -44,18 -44,17 -45,17 -46,17 -46,18 -46,19
8928 0 -45,19 -44,19 -44,18 -44,17 -45,17 -46,17 -46,18 -46,19
8929 0 -45,20 -45,19 -44,19 -44,18 -44,17 -45,17 -46,17 -46,18
8930 0 -45,21 -45,20 -45,19 -44,19 -44,18 -44,17 -45,17 -46,17
8931 0 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18 -44,17 -45,17
8932 0 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18 -44,17
8933 0 -46,21 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18
8934 0 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18 -44,17
8935 0 -46,23 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18
8936 0 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18 -43,18
8937 0 -46,21 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18
8938 0 -46,21 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18
8939 0 -46,20 -46,21 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19
8940 0 -46,21 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18
8941 0 -46,21 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18
8942 0 -46,21 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18
8943 0 -46,21 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18
8944 0 -46,21 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18
8945 0 -46,22 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18 -45,18
8946 0 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18 -45,18 -46,18
8947 0 -45,22 -45,21 -45,20 -45,19 -44,19 -44,18 -45,18 -46,18
8948 0 -45,21 -45,20 -45,19 -44,19 -44,18 -45,18 -46,18 -47,18
8949 0 -46,21 -45,21 -45,20 -45,19 -44,19 -44,18 -45,18 -46,18
8950 0 -47,21 -46,21 -45,21 -45,20 -45,19 -44,19 -44,18 -45,18
8951 0 -48,21 -47,21 -46,21 -45,21 -45,20 -45,19 -44,19 -44,18
8952 0 -48,22 -48,21 -47,21 -46,21 -45,21 -45,20 -45,19 -44,19
8953 0 -48,22 -48,21 -47,21 -46,21 -45,21 -45,20 -45,19 -44,19
8954 0 -49,22 -48,22 -48,21 -47,21 -46,21 -45,21 -45,20 -45,19
8955 0 -48,22 -48,21 -47,21 -46,21 -45,21 -45,20 -45,19 -45,18
8956 0 -49,22 -48,22 -48,21 -47,21 -46,21 -45,21 -45,20 -45,19
8957 0 -48,22 -48,21 -47,21 -46,21 -45,21 -45,20 -45,19 -46,19
8958 0 -48,21 -47,21 -46,21 -45,21 -45,20 -45,19 -46,19 -46,18
8959 0 -47,21 -46,21 -45,21 -45,20 -45,19 -46,19 -46,18 -45,18
8960 0 -47,21 -46,21 -45,21 -45,20 -45,19 -46,19 -46,18 -45,18
8961 0 -47,21 -46,21 -45,21 -45,20 -45,19 -46,19 -46,18 -45,18
8962 0 -46,21 -45,21 -45,20 -45,19 -46,19 -46,18 -45,18 -45,17
8963 0 -45,21 -45,20 -45,19 -46,19 -46,18 -45,18 -45,17 -46,17
8964 0 -45,20 -45,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16
8965 0 -45,21 -45,20 -45,19 -46,19 -46,18 -45,18 -45,17 -46,17
8966 0 -45,20 -45,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16
8967 0 -45,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16 -46,15
8968 0 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16 -46,15 -45,15
8969 0 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16 -46,15
8970 0 -48,19 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16
8971 0 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16 -45,16
8972 0 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16 -45,16
8973 0 -48,19 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16
8974 0 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16 -47,16
8975 0 -48,19 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16
8976 0 -48,19 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17 -46,16
8977 0 -48,18 -48,19 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17
8978 0 -48,18 -48,19 -47,19 -46,19 -46,18 -45,18 -45,17 -46,17
8979 0 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -45,18 -45,17
8980 0 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -45,18
8981 0 -47,18 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18
8982 0 -47,18 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18
8983 0 -47,18 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18
8984 0 -47,18 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18
8985 0 -47,18 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18
8986 0 -47,18 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18
8987 0 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18
8988 0 -47,18 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18
8989 0 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18
8990 0 -47,16 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18
8991 0 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18
8992 0 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18
8993 0 -47,17 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18
8994 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
8995 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
8996 0 -48,16 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18
8997 0 -48,16 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18
8998 0 -48,16 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18
8999 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9000 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9001 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9002 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9003 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9004 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9005 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9006 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9007 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9008 -1 -48,17 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9009 0 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17
9010 -1 -49,18 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9011 -1 -49,18 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9012 0 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17
9013 0 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17 -48,16
9014 0 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17
9015 0 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17
9016 0 -48,18 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17
9017 0 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17 -49,17
9018 0 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17 -49,17
9019 0 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17
9020 0 -47,20 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9021 0 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -48,17
9022 0 -49,20 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9023 0 -49,19 -49,20 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18
9024 0 -49,20 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18 -48,18
9025 0 -49,21 -49,20 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18
9026 0 -49,21 -49,20 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18
9027 0 -49,22 -49,21 -49,20 -48,20 -48,19 -47,19 -46,19 -46,18
9028 0 -49,21 -49,20 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18
9029 0 -49,20 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9030 0 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -47,16
9031 0 -48,21 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17
9032 0 -48,20 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -47,16
9033 0 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -47,16 -48,16
9034 0 -48,19 -47,19 -46,19 -46,18 -47,18 -47,17 -47,16 -48,16
9035 0 -47,19 -46,19 -46,18 -47,18 -47,17 -47,16 -48,16 -48,15
9036 0 -46,19 -46,18 -47,18 -47,17 -47,16 -48,16 -48,15 -48,14
9037 0 -46,20 -46,19 -46,18 -47,18 -47,17 -47,16 -48,16 -48,15
9038 0 -46,20 -46,19 -46,18 -47,18 -47,17 -47,16 -48,16 -48,15
