0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
32 0 3,2 3,1 4,1 4,0 5,0 6,0 7,0 7,1
33 0 3,2 3,1 4,1 4,0 5,0 6,0 7,0 7,1
34 0 3,2 3,1 4,1 4,0 5,0 6,0 7,0 7,1
35 0 3,2 3,1 4,1 4,0 5,0 6,0 7,0 7,1
36 0 4,2 3,2 3,1 4,1 4,0 5,0 6,0 7,0
37 0 3,2 3,1 4,1 4,0 5,0 6,0 7,0 7,1
38 0 3,2 3,1 4,1 4,0 5,0 6,0 7,0 7,1
39 0 2,2 3,2 3,1 4,1 4,0 5,0 6,0 7,0
40 0 2,1 2,2 3,2 3,1 4,1 4,0 5,0 6,0
41 0 2,1 2,2 3,2 3,1 4,1 4,0 5,0 6,0
42 0 2,2 3,2 3,1 4,1 4,0 5,0 6,0 6,1
43 0 2,2 3,2 3,1 4,1 4,0 5,0 6,0 6,1
44 0 3,2 3,1 4,1 4,0 5,0 6,0 6,1 6,2
45 0 3,2 3,1 4,1 4,0 5,0 6,0 6,1 6,2
46 0 2,2 3,2 3,1 4,1 4,0 5,0 6,0 6,1
47 0 3,2 3,1 4,1 4,0 5,0 6,0 6,1 6,2
48 0 3,1 4,1 4,0 5,0 6,0 6,1 6,2 6,3
49 0 3,2 3,1 4,1 4,0 5,0 6,0 6,1 6,2
50 0 3,1 4,1 4,0 5,0 6,0 6,1 6,2 5,2
51 0 2,1 3,1 4,1 4,0 5,0 6,0 6,1 6,2
52 0 3,1 4,1 4,0 5,0 6,0 6,1 6,2 7,2
53 0 3,0 3,1 4,1 4,0 5,0 6,0 6,1 6,2
54 0 3,1 4,1 4,0 5,0 6,0 6,1 6,2 5,2
55 0 4,1 4,0 5,0 6,0 6,1 6,2 5,2 4,2
56 0 4,1 4,0 5,0 6,0 6,1 6,2 5,2 4,2
57 0 4,1 4,0 5,0 6,0 6,1 6,2 5,2 4,2
58 0 5,1 4,1 4,0 5,0 6,0 6,1 6,2 5,2
59 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
60 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
61 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
62 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
63 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
64 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
65 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
66 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
67 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
68 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
69 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
70 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
71 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
72 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
73 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
74 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
75 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
76 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
77 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
78 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
79 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
80 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
81 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
82 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
83 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
84 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
85 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
86 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
87 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
88 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
89 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
90 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
91 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
92 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
93 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
94 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
95 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
96 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
97 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
98 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
99 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
100 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
101 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
102 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
103 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
104 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
105 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
106 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
107 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
108 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
109 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
110 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
111 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
112 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
113 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
114 -1 5,2 5,1 4,1 4,0 5,0 6,0 6,1 6,2
115 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
116 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
117 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 6,1
118 0 3,2 4,2 5,2 5,1 4,1 4,0 5,0 6,0
119 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 7,0
120 0 4,2 5,2 5,1 4,1 4,0 5,0 6,0 7,0
121 0 5,2 5,1 4,1 4,0 5,0 6,0 7,0 8,0
122 0 5,1 4,1 4,0 5,0 6,0 7,0 8,0 8,1
123 0 4,1 4,0 5,0 6,0 7,0 8,0 8,1 7,1
124 0 4,2 4,1 4,0 5,0 6,0 7,0 8,0 8,1
125 0 4,1 4,0 5,0 6,0 7,0 8,0 8,1 8,2
126 0 4,0 5,0 6,0 7,0 8,0 8,1 8,2 8,3
127 0 5,0 6,0 7,0 8,0 8,1 8,2 8,3 8,4
128 0 4,0 5,0 6,0 7,0 8,0 8,1 8,2 8,3
129 0 3,0 4,0 5,0 6,0 7,0 8,0 8,1 8,2
130 0 3,0 4,0 5,0 6,0 7,0 8,0 8,1 8,2
131 0 3,0 4,0 5,0 6,0 7,0 8,0 8,1 8,2
132 0 4,0 5,0 6,0 7,0 8,0 8,1 8,2 9,2
133 0 5,0 6,0 7,0 8,0 8,1 8,2 9,2 9,1
134 0 5,0 6,0 7,0 8,0 8,1 8,2 9,2 9,1
135 0 6,0 7,0 8,0 8,1 8,2 9,2 9,1 10,1
136 0 7,0 8,0 8,1 8,2 9,2 9,1 10,1 11,1
137 0 8,0 8,1 8,2 9,2 9,1 10,1 11,1 11,0
138 0 8,1 8,2 9,2 9,1 10,1 11,1 11,0 12,0
139 0 8,1 8,2 9,2 9,1 10,1 11,1 11,0 12,0
140 0 8,1 8,2 9,2 9,1 10,1 11,1 11,0 12,0
141 0 8,2 9,2 9,1 10,1 11,1 11,0 12,0 12,1
142 0 9,2 9,1 10,1 11,1 11,0 12,0 12,1 12,2
143 0 9,1 10,1 11,1 11,0 12,0 12,1 12,2 12,3
144 0 9,1 10,1 11,1 11,0 12,0 12,1 12,2 12,3
145 0 10,1 11,1 11,0 12,0 12,1 12,2 12,3 11,3
146 0 11,1 11,0 12,0 12,1 12,2 12,3 11,3 10,3
147 0 11,1 11,0 12,0 12,1 12,2 12,3 11,3 10,3
148 0 11,0 12,0 12,1 12,2 12,3 11,3 10,3 10,4
149 0 12,0 12,1 12,2 12,3 11,3 10,3 10,4 10,5
150 0 11,0 12,0 12,1 12,2 12,3 11,3 10,3 10,4
151 0 11,1 11,0 12,0 12,1 12,2 12,3 11,3 10,3
152 0 11,0 12,0 12,1 12,2 12,3 11,3 10,3 10,2
153 0 10,0 11,0 12,0 12,1 12,2 12,3 11,3 10,3
154 0 10,1 10,0 11,0 12,0 12,1 12,2 12,3 11,3
155 0 11,1 10,1 10,0 11,0 12,0 12,1 12,2 12,3
156 0 10,1 10,0 11,0 12,0 12,1 12,2 12,3 13,3
157 0 10,0 11,0 12,0 12,1 12,2 12,3 13,3 13,4
158 0 10,0 11,0 12,0 12,1 12,2 12,3 13,3 13,4
159 0 11,0 12,0 12,1 12,2 12,3 13,3 13,4 12,4
160 0 10,0 11,0 12,0 12,1 12,2 12,3 13,3 13,4
161 0 11,0 12,0 12,1 12,2 12,3 13,3 13,4 14,4
162 0 11,0 12,0 12,1 12,2 12,3 13,3 13,4 14,4
163 0 12,0 12,1 12,2 12,3 13,3 13,4 14,4 14,5
164 0 11,0 12,0 12,1 12,2 12,3 13,3 13,4 14,4
165 0 12,0 12,1 12,2 12,3 13,3 13,4 14,4 15,4
166 0 11,0 12,0 12,1 12,2 12,3 13,3 13,4 14,4
167 0 11,1 11,0 12,0 12,1 12,2 12,3 13,3 13,4
168 0 11,2 11,1 11,0 12,0 12,1 12,2 12,3 13,3
169 0 11,1 11,0 12,0 12,1 12,2 12,3 13,3 13,4
170 0 11,1 11,0 12,0 12,1 12,2 12,3 13,3 13,4
171 0 11,0 12,0 12,1 12,2 12,3 13,3 13,4 13,5
172 0 11,1 11,0 12,0 12,1 12,2 12,3 13,3 13,4
173 0 11,0 12,0 12,1 12,2 12,3 13,3 13,4 13,5
174 0 11,-1 11,0 12,0 12,1 12,2 12,3 13,3 13,4
175 0 11,-1 11,0 12,0 12,1 12,2 12,3 13,3 13,4
176 0 11,-2 11,-1 11,0 12,0 12,1 12,2 12,3 13,3
177 0 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2 12,3
178 0 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2 12,3
179 0 9,-2 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2
180 0 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2 12,3
181 0 9,-2 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2
182 0 9,-2 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2
183 0 9,-2 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2
184 0 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2 13,2
185 0 9,-2 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2
186 0 9,-2 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2
187 0 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2 13,2
188 0 10,-1 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2
189 0 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2 11,2
190 0 11,-2 11,-1 11,0 12,0 12,1 12,2 11,2 11,3
191 0 11,-2 11,-1 11,0 12,0 12,1 12,2 11,2 11,3
192 0 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2 11,2
193 0 10,-2 11,-2 11,-1 11,0 12,0 12,1 12,2 11,2
194 0 11,-2 11,-1 11,0 12,0 12,1 12,2 11,2 11,3
195 0 11,-3 11,-2 11,-1 11,0 12,0 12,1 12,2 11,2
196 0 11,-2 11,-1 11,0 12,0 12,1 12,2 11,2 11,1
197 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
198 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
199 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
200 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
201 0 11,0 12,0 12,1 12,2 11,2 11,1 10,1 10,0
202 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
203 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
204 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
205 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
206 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
207 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
208 -1 11,-1 11,0 12,0 12,1 12,2 11,2 11,1 10,1
209 0 11,0 12,0 12,1 12,2 11,2 11,1 10,1 9,1
210 0 12,0 12,1 12,2 11,2 11,1 10,1 9,1 8,1
211 0 12,0 12,1 12,2 11,2 11,1 10,1 9,1 8,1
212 0 12,-1 12,0 12,1 12,2 11,2 11,1 10,1 9,1
213 0 12,0 12,1 12,2 11,2 11,1 10,1 9,1 8,1
214 0 12,1 12,2 11,2 11,1 10,1 9,1 8,1 8,2
215 0 12,2 11,2 11,1 10,1 9,1 8,1 8,2 9,2
216 0 12,3 12,2 11,2 11,1 10,1 9,1 8,1 8,2
217 0 13,3 12,3 12,2 11,2 11,1 10,1 9,1 8,1
218 0 14,3 13,3 12,3 12,2 11,2 11,1 10,1 9,1
219 0 14,2 14,3 13,3 12,3 12,2 11,2 11,1 10,1
220 0 14,3 13,3 12,3 12,2 11,2 11,1 10,1 10,2
221 0 13,3 12,3 12,2 11,2 11,1 10,1 10,2 10,3
222 0 14,3 13,3 12,3 12,2 11,2 11,1 10,1 10,2
223 0 14,3 13,3 12,3 12,2 11,2 11,1 10,1 10,2
224 0 13,3 12,3 12,2 11,2 11,1 10,1 10,2 9,2
225 0 13,3 12,3 12,2 11,2 11,1 10,1 10,2 9,2
226 0 12,3 12,2 11,2 11,1 10,1 10,2 9,2 9,3
227 0 12,3 12,2 11,2 11,1 10,1 10,2 9,2 9,3
228 0 12,3 12,2 11,2 11,1 10,1 10,2 9,2 9,3
229 0 12,2 11,2 11,1 10,1 10,2 9,2 9,3 10,3
230 0 12,3 12,2 11,2 11,1 10,1 10,2 9,2 9,3
231 0 12,2 11,2 11,1 10,1 10,2 9,2 9,3 10,3
232 0 12,2 11,2 11,1 10,1 10,2 9,2 9,3 10,3
233 0 12,1 12,2 11,2 11,1 10,1 10,2 9,2 9,3
234 0 12,1 12,2 11,2 11,1 10,1 10,2 9,2 9,3
235 0 12,1 12,2 11,2 11,1 10,1 10,2 9,2 9,3
236 0 12,1 12,2 11,2 11,1 10,1 10,2 9,2 9,3
237 0 13,1 12,1 12,2 11,2 11,1 10,1 10,2 9,2
238 0 14,1 13,1 12,1 12,2 11,2 11,1 10,1 10,2
239 0 14,1 13,1 12,1 12,2 11,2 11,1 10,1 10,2
240 0 14,1 13,1 12,1 12,2 11,2 11,1 10,1 10,2
241 0 14,1 13,1 12,1 12,2 11,2 11,1 10,1 10,2
242 0 13,1 12,1 12,2 11,2 11,1 10,1 10,2 10,3
243 0 13,0 13,1 12,1 12,2 11,2 11,1 10,1 10,2
244 0 13,0 13,1 12,1 12,2 11,2 11,1 10,1 10,2
245 0 13,1 12,1 12,2 11,2 11,1 10,1 10,2 9,2
246 0 12,1 12,2 11,2 11,1 10,1 10,2 9,2 9,1
247 0 12,1 12,2 11,2 11,1 10,1 10,2 9,2 9,1
248 0 12,1 12,2 11,2 11,1 10,1 10,2 9,2 9,1
249 0 12,1 12,2 11,2 11,1 10,1 10,2 9,2 9,1
250 0 12,1 12,2 11,2 11,1 10,1 10,2 9,2 9,1
251 0 13,1 12,1 12,2 11,2 11,1 10,1 10,2 9,2
252 0 14,1 13,1 12,1 12,2 11,2 11,1 10,1 10,2
253 0 14,1 13,1 12,1 12,2 11,2 11,1 10,1 10,2
254 0 14,2 14,1 13,1 12,1 12,2 11,2 11,1 10,1
255 0 15,2 14,2 14,1 13,1 12,1 12,2 11,2 11,1
256 0 16,2 15,2 14,2 14,1 13,1 12,1 12,2 11,2
257 0 16,1 16,2 15,2 14,2 14,1 13,1 12,1 12,2
258 0 16,1 16,2 15,2 14,2 14,1 13,1 12,1 12,2
259 0 16,0 16,1 16,2 15,2 14,2 14,1 13,1 12,1
260 0 16,-1 16,0 16,1 16,2 15,2 14,2 14,1 13,1
261 0 16,0 16,1 16,2 15,2 14,2 14,1 13,1 13,2
262 0 16,0 16,1 16,2 15,2 14,2 14,1 13,1 13,2
263 0 16,1 16,2 15,2 14,2 14,1 13,1 13,2 12,2
264 0 16,2 15,2 14,2 14,1 13,1 13,2 12,2 12,1
265 0 16,1 16,2 15,2 14,2 14,1 13,1 13,2 12,2
266 0 15,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
267 0 15,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
268 0 15,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
269 0 16,1 16,2 15,2 14,2 14,1 13,1 13,2 13,3
270 0 15,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
271 0 15,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
272 0 15,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
273 0 15,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
274 0 15,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
275 0 15,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
276 0 16,1 16,2 15,2 14,2 14,1 13,1 13,2 13,3
277 0 17,1 16,1 16,2 15,2 14,2 14,1 13,1 13,2
278 0 18,1 17,1 16,1 16,2 15,2 14,2 14,1 13,1
279 0 17,1 16,1 16,2 15,2 14,2 14,1 13,1 12,1
280 0 16,1 16,2 15,2 14,2 14,1 13,1 12,1 12,2
281 0 16,2 15,2 14,2 14,1 13,1 12,1 12,2 12,3
282 0 15,2 14,2 14,1 13,1 12,1 12,2 12,3 13,3
283 0 15,1 15,2 14,2 14,1 13,1 12,1 12,2 12,3
284 0 15,1 15,2 14,2 14,1 13,1 12,1 12,2 12,3
285 0 15,0 15,1 15,2 14,2 14,1 13,1 12,1 12,2
286 0 15,1 15,2 14,2 14,1 13,1 12,1 12,2 11,2
287 0 15,2 14,2 14,1 13,1 12,1 12,2 11,2 11,1
288 0 15,2 14,2 14,1 13,1 12,1 12,2 11,2 11,1
289 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 11,2
290 0 14,3 15,3 15,2 14,2 14,1 13,1 12,1 12,2
291 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 12,3
292 0 14,3 15,3 15,2 14,2 14,1 13,1 12,1 12,2
293 0 14,3 15,3 15,2 14,2 14,1 13,1 12,1 12,2
294 0 14,3 15,3 15,2 14,2 14,1 13,1 12,1 12,2
295 0 14,3 15,3 15,2 14,2 14,1 13,1 12,1 12,2
296 0 14,3 15,3 15,2 14,2 14,1 13,1 12,1 12,2
297 0 14,3 15,3 15,2 14,2 14,1 13,1 12,1 12,2
298 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 13,2
299 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 13,2
300 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 13,2
301 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 13,2
302 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 13,2
303 0 16,3 15,3 15,2 14,2 14,1 13,1 12,1 12,2
304 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 13,2
305 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 13,2
306 0 15,3 15,2 14,2 14,1 13,1 12,1 12,2 13,2
307 -1 15,2 14,2 14,1 13,1 12,1 12,2 13,2 13,3
308 -1 15,2 14,2 14,1 13,1 12,1 12,2 13,2 13,3
309 -1 15,2 14,2 14,1 13,1 12,1 12,2 13,2 13,3
310 -1 15,2 14,2 14,1 13,1 12,1 12,2 13,2 13,3
311 -1 15,2 14,2 14,1 13,1 12,1 12,2 13,2 13,3
312 0 16,2 15,2 14,2 14,1 13,1 12,1 12,2 13,2
313 0 16,3 16,2 15,2 14,2 14,1 13,1 12,1 12,2
314 0 17,3 16,3 16,2 15,2 14,2 14,1 13,1 12,1
315 0 17,4 17,3 16,3 16,2 15,2 14,2 14,1 13,1
316 0 17,3 16,3 16,2 15,2 14,2 14,1 13,1 13,0
317 0 17,4 17,3 16,3 16,2 15,2 14,2 14,1 13,1
318 0 17,3 16,3 16,2 15,2 14,2 14,1 13,1 13,2
319 0 17,3 16,3 16,2 15,2 14,2 14,1 13,1 13,2
320 0 17,3 16,3 16,2 15,2 14,2 14,1 13,1 13,2
321 0 18,3 17,3 16,3 16,2 15,2 14,2 14,1 13,1
322 0 18,3 17,3 16,3 16,2 15,2 14,2 14,1 13,1
323 0 17,3 16,3 16,2 15,2 14,2 14,1 13,1 12,1
324 0 17,3 16,3 16,2 15,2 14,2 14,1 13,1 12,1
325 0 16,3 16,2 15,2 14,2 14,1 13,1 12,1 12,0
326 0 16,3 16,2 15,2 14,2 14,1 13,1 12,1 12,0
327 0 16,2 15,2 14,2 14,1 13,1 12,1 12,0 11,0
328 0 16,2 15,2 14,2 14,1 13,1 12,1 12,0 11,0
329 0 15,2 14,2 14,1 13,1 12,1 12,0 11,0 11,-1
330 0 15,3 15,2 14,2 14,1 13,1 12,1 12,0 11,0
331 0 15,4 15,3 15,2 14,2 14,1 13,1 12,1 12,0
332 0 15,5 15,4 15,3 15,2 14,2 14,1 13,1 12,1
333 0 16,5 15,5 15,4 15,3 15,2 14,2 14,1 13,1
334 0 16,5 15,5 15,4 15,3 15,2 14,2 14,1 13,1
335 0 15,5 15,4 15,3 15,2 14,2 14,1 13,1 12,1
336 0 15,5 15,4 15,3 15,2 14,2 14,1 13,1 12,1
337 0 15,4 15,3 15,2 14,2 14,1 13,1 12,1 12,2
338 0 15,5 15,4 15,3 15,2 14,2 14,1 13,1 12,1
339 0 15,6 15,5 15,4 15,3 15,2 14,2 14,1 13,1
340 0 16,6 15,6 15,5 15,4 15,3 15,2 14,2 14,1
341 0 15,6 15,5 15,4 15,3 15,2 14,2 14,1 13,1
342 0 14,6 15,6 15,5 15,4 15,3 15,2 14,2 14,1
343 0 15,6 15,5 15,4 15,3 15,2 14,2 14,1 14,0
344 0 16,6 15,6 15,5 15,4 15,3 15,2 14,2 14,1
345 0 17,6 16,6 15,6 15,5 15,4 15,3 15,2 14,2
346 0 16,6 15,6 15,5 15,4 15,3 15,2 14,2 14,1
347 0 15,6 15,5 15,4 15,3 15,2 14,2 14,1 13,1
348 0 15,5 15,4 15,3 15,2 14,2 14,1 13,1 13,2
349 0 15,6 15,5 15,4 15,3 15,2 14,2 14,1 13,1
350 0 15,5 15,4 15,3 15,2 14,2 14,1 13,1 13,2
351 0 15,4 15,3 15,2 14,2 14,1 13,1 13,2 12,2
352 0 15,3 15,2 14,2 14,1 13,1 13,2 12,2 11,2
353 0 16,3 15,3 15,2 14,2 14,1 13,1 13,2 12,2
354 0 16,2 16,3 15,3 15,2 14,2 14,1 13,1 13,2
355 0 16,2 16,3 15,3 15,2 14,2 14,1 13,1 13,2
356 0 16,1 16,2 16,3 15,3 15,2 14,2 14,1 13,1
357 0 15,1 16,1 16,2 16,3 15,3 15,2 14,2 14,1
358 0 16,1 16,2 16,3 15,3 15,2 14,2 14,1 14,0
359 0 15,1 16,1 16,2 16,3 15,3 15,2 14,2 14,1
360 0 15,1 16,1 16,2 16,3 15,3 15,2 14,2 14,1
361 0 15,1 16,1 16,2 16,3 15,3 15,2 14,2 14,1
362 0 15,1 16,1 16,2 16,3 15,3 15,2 14,2 14,1
363 0 15,1 16,1 16,2 16,3 15,3 15,2 14,2 14,1
364 0 15,1 16,1 16,2 16,3 15,3 15,2 14,2 14,1
365 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
366 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
367 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
368 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
369 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
370 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
371 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
372 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
373 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
374 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
375 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
376 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
377 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
378 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
379 0 15,1 16,1 16,2 16,3 15,3 15,2 14,2 14,1
380 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
381 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
382 -1 15,0 15,1 16,1 16,2 16,3 15,3 15,2 14,2
